Codigo,clave,descripcion
49926,ELM-91,"Mezcladora de taladros separados, Element"
49927,ELM-92,"Mezcladora de 8', a la pared, Element"
49928,ELM-45,"Monomando corto para lavabo, Element"
49929,ELM-46,"Monomando alto para lavabo, Element"
49930,ELM-43,"Mezcladora para lavabo de 4', tipo bar, Element"
49931,ELM-71,"Monomando para regadera, Element"
49938,ELM-91N,"Mezcladora de taladros separados, satín, Element"
49939,ELM-92N,"Mezcladora de 8', a la pared, satín, Element"
49940,ELM-45N,"Monomando corto para lavabo, satin, Element"
49941,ELM-46N,"Monomando alto para lavabo, satin, Element"
49942,ELM-43N,"Mezcladora para lavabo de 4', tipo bar, satín, Element"
49943,ELM-71N,"Monomando para regadera, satín, Element"
49949,ELMR-61,"Manerales para regadera, Element"
49950,ELMR-61N,"Manerales para regadera, satín, Element"
49954,ELR-51,"Salida de tina con desviador, Element"
49955,ELR-51N,"Salida de tina con desviador, satín, Element"
49956,AR-01,"Soporte a pared, cromo"
49957,AR-01N,"Soporte a pared, satín"
49958,AR-03,"Desviador de 3 vías para brazo, cromo"
49959,AR-03N,"Desviador de 3 vías para brazo, satín"
49960,AR-04,"Desviador de 3 vías para brazo con soporte, cromo"
49961,AR-04N,"Desviador de 3 vías para brazo con soporte, satín"
49962,AR-05,"Codo de suministro, cromo"
49963,AR-05N,"Codo de suministro, satín"
49964,PIPO-50,"Pigtail con tuerca izquierda, punta pool, 50 cm"
49968,F-318B,"Mezcladora fregadero, manerales hexagonal, Basic, blister"
49975,CAN-2RE,"Canastilla para regadera, doble,rectangular"
49982,CE-204,"Contra para lavabo, tapón con cadena"
49983,CE-205,"Contra para lavabo, con tapón tipo moneda"
49984,CE-206,"Contra para lavabo, con tapón push off"
49985,CE-210,"Céspol de latón cromado sin contra para lavabo, 1-1/4'"
49986,CE-211,"Céspol de latón, sin contra, tipo bote para lavabo, 1-1/4'"
49987,CE-212,"Céspol latón, sin contra, tipo bote cilíndrico,lavabo,1-1/4'"
50004,DESP-BAV-29C,"Despachador de brocas de alta velocidad, 29 piezas"
50011,EXT-LE-VK,"Tablero exhibidor, línea económica, Volteck"
50012,EXT-LS-VK,"Tablero exhibidor, línea standard, Volteck"
50013,EXT-LI-VK,"Tablero exhibidor, línea italiana, Volteck"
50014,EXT-LC-VK,"Tablero exhibidor, línea clássic, Volteck"
50015,EXT-LO-VK,"Tablero exhibidor, línea Oslo, Volteck"
50022,EXM-LE-VK,"Exhibidor para mostrador, Línea Económica, Volteck"
50023,EXM-LS-VK,"Exhibidor para mostrador, Línea Standard, Volteck"
50024,EXM-LI-VK,"Exhibidor para mostrador, Línea Italiana, Volteck"
50025,EXM-LC-VK,"Exhibidor para mostrador, Línea Clasica, Volteck"
50026,EXM-LO-VK,"Exhibidor para mostrador, Línea Oslo, Volteck"
50030,R-BOT,"Rack botadero, metálico, 4 niveles"
50031,R-PYP,Rack para palas con mango 'Y' de pared para 30 piezas
50032,R-PYG,"Rack para palas con mango 'Y', giratorio para 30 piezas"
50050,R-GIR,Rack giratorio para palas y bieldos
50056,RACK-3,Rack para 3 carretillas
50059,R-TIJ,Rack para tijeras de poda
50061,DES-PUN-290,"Despachador de puntas para desarmador, 290 piezas"
50069,R-MA,Rack para machetes
50071,R-MO3,"Rack para 3 martillos pulidos, uña curva"
50074,R-MD,Rack para 4 marros octagonales
50077,R-TP,Rack para talachos y zapapicos
50079,R-CA,Rack para cavadores
50080,R-PL,Rack para palas o escobas
50083,R-PY,Rack para palas con mango 'Y'
50086,R-PUN,Rack de piso para palas
50092,R-ST,Rack para serrotes
50096,R-POD-G,Rack para podadoras
50099,RACK-ML,Rack de piso para herramientas de mango largo
50102,R-CAT,Rack para una carretilla Truper
50114,R-TIJ-CH,Rack para tijeras de poda chicas
50115,R-TIJ-GDE,Rack para tijeras de poda grandes
50120,R-GATO-BO,Rack para gatos de botella
50138,R-BRT-C,Rack con brochas Truper de plástico
50140,R-ATJ,Rack para azadones
50143,R-R14A,Rack para rastrillos jardineros 14 dientes
50146,GA-2,Gancho para perfocel y ranurado 2'
50149,GA-4,Gancho para perfocel y ranurado 4'
50150,GA-4X,"Ganchos rectos con porta-etiqueta, 4'"
50152,GA-6,Gancho para perfocel y ranurado 6'
50153,GA-6X,"Ganchos rectos con porta-etiqueta, 6'"
50155,GA-8,Gancho para perfocel y ranurado 8'
50156,GA-9X,"Ganchos rectos con porta-etiqueta, 9'"
50159,GA-ML,Gancho para herramientas de mango largo
50160,R-3CAT,Rack para 3 carretillas estibadas Truper
50163,GA-D,Gancho para palas tipo 'D'
50167,R-M33-C,Rack con cintas de aislar
50195,R-BRO-P-C,"Rack con brochas, Pretul"
50208,R-LIJ,Rack para lijas
50215,R-LLCR,Rack para llaves de cruz
50216,R-EM,Rack para escobas metálicas
50251,C-59X33X14,Canastilla de acero 59 x 33 x 14 cms
50252,C-39X33X14,Canastilla de acero 39 x 33 x 14 cms
50253,C-80X21X12,Canastilla de acero 80 x 21 x 12 cms
50255,C-41X20X12,Canastilla de acero 41 x 20 x 12 cms
50259,R-BARR,Rack para barretas
50329,R-PINT-A,Rack para 30 pinturas en aerosol
50330,R-PINT-120,Rack para 120 pinturas en aerosol
50333,R-BOMB,Rack para bombas de agua
50336,R-MAQ-U,"Rack para sierra circular, universal"
50338,R-CALA-U,"Rack para caladoras, universal"
50339,R-ROTO-U,"Rack para taladros, universal"
50340,R-SIL,Rack para silicones
50341,R-CUCH,Rack para cucharas
50344,R-MO6,"Rack para 6 martillos pulidos, uña curva"
50345,R-DES,Rack para desbrozadora eléctrica o de gasolina
50352,DESP-BROC,Despachador con brocas para concreto
50355,R-ESME,Rack para esmeriladoras
50357,R-HA,Rack para hachas
51574,BANCO,Banco metálico Truper
51575,R-CAMA,Rack para cable y manguera de nivel
51576,R-MAN,Rack para manguera y tubo flexible
51577,R-CUE,Rack modular para cuerda con carrete
51578,R-LIJ2,Rack para 19 hojas de lija
51579,R-EST-120,"Rack para almacén, soporta 120 kg"
51580,R-EST-80,"Rack para almacén, soporta 80 kg"
51584,EX-LE-VK,"Exhibidor línea económica, Volteck"
51585,EX-LS-VK,"Exhibidor línea standard, Volteck"
51586,EX-LI-VK,"Exhibidor línea italiana, Volteck"
51587,EX-LC-VK,"Exhibidor línea clásica, Volteck"
51588,EX-LO-VK,"Exhibidor de línea Oslo, Volteck"
51589,EX-TIM-VK,"Exhibidor probador de timbres, Volteck"
53001,EX-HE-JP1,Exhibidor Hermex jaladeras y perillas 1
53002,EX-HE-JP2,Exhibidor Hermex jaladeras y perillas 2
53022,R-MUE,Rack para muestrario
53040,TAJE-60,"Tapete de jerga, 60 cm"
55135,PARA-140,Panel ranurado 60 x 140 cm
55154,R-FLO,Rack para flotas
55155,R-CU-LL,Rack para cucharas y/o llanas
55156,PARA-180,Panel ranurado 60 x 180 cm
55159,R-HIMP-3M,"Rack para herramientas de alto impacto, México"
55218,EXMO-ROU,Exhibidor brocas para router
55244,M-EST,Mesa para exhibición de máquinas estacionarias
55245,R-MEN,Rack para ménsulas
55252,R-P-CAT,Rack parado para carretilla Truper
55253,R-MA-D,Rack para martillos semipulidos uña curva
55256,R-CAD-C,Rack para cadenas en cubeta o carrete
55257,R-IMP-G,Rack de impulso giratorio
55279,EX-E-652,Exhibidor para llaves E-652
55280,EX-E-652A,Exhibidor para llaves E-652A
55281,EX-F-317,Exhibidor con mezcladora F-317
55282,EX-F-318,Exhibidor con mezcladora F-318
55283,EX-F-318A,Exhibidor con mezcladora F-318A
55287,EX-F-A-800,Exhibidor con juego de accesorios A-800
55291,EX-M-048,Exhibidor con mezcladora M-048
55292,EX-M-048A,Exhibidor con mezcladora M-048A
55293,EX-M-050,Exhibidor para mezcladora M-050
55297,EX-M-242-A,Exhibidor para llaves M-242-A
55319,R-DISA-4-1/2,Rack para discos abrasivos 4-1/2'
55320,R-DISA-7/9,Rack para discos abrasivos 7 y 9'
55321,R-DISA-14,Rack para discos abrasivos 14'
55325,EX-FIE,Exhibidor productos Fiero
55337,PAPE-120,Panel perfocel 60 x 120 cm
55338,PAPE-180,Panel perfocel 60 x 180 cm
55360,EX80-CAR1,"Exhibidor de carpintería, 82 x 82 cm, 1 sección"
55369,EX80-MEC1,"Exhibidor de mecánica, 82 x 82 cm, 1 sección"
55370,EX80-MEC2,"Exhibidor de mecánica,  82 x 164 cm, 2 secciones"
55372,EX80-PIN1,"Exhibidor de pintura, 82 x 82 cm, 1 sección"
55377,EX80-CAR1-CR,"Respaldo de inventario para exhibidor carpintería 80x80cm,1s"
55386,EX80-MEC1-CR,"Respaldo de inventario para exhibidor mecanica 80x80cm,1sec"
55387,EX80-MEC2-CR,"Respaldo de inventario para exhibidor mecanica 80x80cm,2sec"
55389,EX80-PIN1-CR,"Exhibidor pinturas con respaldo inventario, 80x80cm, 1 sec"
55436,EX-LC-VK-CR,"Respaldo de inventario para exhibidor línea Classic,Volteck"
55437,EX-LS-VK-CR,"Respaldo de inventario para exhibidor línea Standard,Volteck"
55438,EX-LI-VK-CR,"Respaldo de inventario para exhibidor línea Italiana,Volteck"
55439,EX-LE-VK-CR,"Respaldo de inventario exhibidor línea Económica,Volteck"
55440,EX-ACC-VK-CR,"Respaldo de inventario para exhibidor de accesorios,Volteck"
55441,EX-COX-VK-CR,"Respaldo de inventario para exhibidor de conexiones,Volteck"
55446,EX-FIE-CR,Respaldo de inventario para exhibidor producto Fiero
55451,EX-M-048P,Exhibidor con mezcladora M-048P
55452,EX-M-060,Exhibidor con mezcladora M-060
55453,EX-M-060A,Exhibidor con mezcladora M-060A
55454,EX-M-060P,Exhibidor con mezcladora M-060P
55455,EX-M-050A,Exhibidor con mezcladora M-050A
55456,EX-M-050P,Exhibidor con mezcladora M-050P
55457,EX-R-007,Exhibidor con regadera R-007
55458,EX-F-AQM-42,Exhibidor con monomando AQM-42
55459,EX-F-AQF-85,Exhibidor con mezcladora AQF-85
55460,EX-F-AQA-4000,Exhibidor con juego de accesorios AQA-4000
55467,EX-F-AQM-71,Exhibidor con monomando para regadera AQM-71
55474,EX-PIS-HER-CR,Respaldo de inventario para exhibidor de piso Hermex
55479,EX-F-318P,Exhibidor con mezcladora F-318-P
55480,EX-MM,Exhibidor con manerales para fregadero
55481,EX-MR,Exhibidor con manerales para regadera
55485,EX-DES-HOR2,"Exhibidor despachador horizontal, con producto"
55486,EX-HE-AC-CR,Respaldo de inventario para exhibidor Hermex de cerrajería
55487,EX-HE-CA-CR,Respaldo de inventario para exhibidor Hermex de candados
55488,EX-HE-BI-CR,Respaldo de inventario para exhibidor Hermex de bisagras
55489,EX-HE-SB-CR,Respaldo de inventario para exhibidor Hermex de cerraduras
55490,EX-HE-LB-CR,Respaldo de inventario para exhibidor Hermex cerraduras LB
55493,EX-M-048-CR,Respaldo de inventario para exhibidor de mezcladora M-048
55494,EX-M-048-A-CR,Respaldo de inventario para exhibidor de mezcladora M-048-A
55495,EX-M-048P-CR,Respaldo de inventario para exhibidor de mezcladora M-048P
55496,EX-M-050-CR,Respaldo de inventario para exhibidor de mezcladora M-050
55497,EX-M-050A-CR,Respaldo de inventario para exhibidor de mezcladora M-050A
55498,EX-M-050P-CR,Respaldo de inventario para exhibidor de mezcladora M-050P
55499,EX-M-060-CR,Respaldo de inventario para exhibidor de mezcladora M-060
55500,EX-M-060A-CR,Respaldo de inventario para exhibidor de mezcladora M-060A
55501,EX-M-060P-CR,Respaldo de inventario para exhibidor de mezcladora M-060P
55503,EX-M-242-A-CR,Respaldo de inventario para exhibidor de mezcladora M-242-A
55504,EX-F-A-800-CR,Respaldo de inventario para exh juego de acc para baño A800
55505,EX-F-318-CR,Respaldo de inventario para exhibidor de mezcladora F-318
55506,EX-F-318A-CR,Respaldo de inventario para exhibidor de mezcladora F-318A
55507,EX-F-318P-CR,Respaldo de inventario para exhibidor de mezcladora F-318P
55508,EX-F-317-CR,Respaldo de inventario para exhibidor de mezcladora F-317
55509,EX-MM-CR,Respaldo de inventario para exhibidor de manerales Foset
55512,EX-R-007-CR,Respaldo de inventario para exhibidor de regadera R-007
55513,EX-E-652-CR,Respaldo de inventario para exhibidor con llave E-652
55514,EX-E-652A-CR,Respaldo de inventario para exhibidor con llave E-652A
55515,EX-MR-CR,Respaldo de inventario para exhibidor de manerales regadera
55525,EX-F-AQM-42-CR,Respaldo de inventario para exhibidor de manerales AQM-42
55526,EX-F-AQF-85-CR,Respaldo de inventario para exhibidor de manerales AQF-85
55527,EX-F-AQA-4000-CR,Respaldo inventario para exh juego de acc para baño AQA-4000
55529,EX-R-505-CR,Respaldo de inventario para exhibidor de regadera R-505
55540,EX-F-AQM-71-CR,Respaldo de inventario para exhibidor de monomando AQM-71
55541,EX-R-200-CR,Respaldo de inventario para exhibidor de regadera R-200
55543,EX-LL-F,Exhibidor con llave para fregadero LL-F
55546,EX-LL-F-CR,Respaldo de inventario para exhibidor de llave LL-F
55547,EXF-PILA,Exhibidor Fiero de pijas para lámina
55548,EXF-PIJ,Exhibidor Fiero de pijas multiusos
55549,EXF-PIBR,Exhibidor Fiero de pijas punta de broca
55550,EXF-AR,Exhibidor Fiero de armellas
55551,EXF-AB,Exhididor Fiero de abrazaderas
55552,EXF-TORE,Exhididor Fiero de tornillos tipo estufa
55557,EXF-RE,Exhibidor Fiero de remaches
55559,EXT-LA,Exhibidor Truper de lijas de agua
55560,EXT-LM,Exhibidor Truper de lijas de madera
55561,EXT-MAN,Exhibidor Truper de mangueras de jardín y gas
55564,EXT-BCT,Exhibidor Truper de brocas de concreto
55565,EXT-BAV,Exhibidor Truper de brocas de alta velocidad
55566,EXT-CARB,Exhibidor Truper de carbones de repuesto
55568,EX-H-PRO,"Exhibidor para máquinas portátiles, línea profesional"
55569,EX-H-IND,"Exhibidor para máquinas portátiles, línea industrial"
55571,EX-H-PRO-CR,Respaldo de inventario para exhibidor máquinas EX-H-PRO
55572,EX-H-IND-CR,Respaldo de inventario para exhibidor máquinas EX-H-IND
55575,EX-FOS-G2,"Exhibidor de productos Foset, genérico"
55576,EX-MAN-FOS2,"Exhibidor de mangueras, Foset"
55577,EX-VAL-FOS2,"Exhibidor de válvulas, Foset"
55578,EX-CES-FOS2,"Exhibidor de céspoles, Foset"
55579,EX-WC-FOS2,"Exhibidor WC, Foset"
55580,EX-R-500-2,Exhibidor con regadera R-500
55582,DESP-SEG,Rack despachador con 300 seguetas
55584,EX-M-048I,"Exhibidor con mezcladora M-048I, Foset"
55585,EX-M-050I,"Exhibidor con mezcladora M-050I, Foset"
55586,EX-M-060I,"Exhibidor con mezcladora M-060I, Foset"
55587,EX-F-317A,"Exhibidor con mezcladora F-317A, Foset"
55588,EX-F-AQF-92,Exhibidor con mezcladora AQF-92
55589,EX-F-318I,"Exhibidor con mezcladora F-318I, Foset"
55590,EX-F-319I,"Exhibidor con mezcladora F-319I, Foset"
55591,EX-F-319,"Exhibidor con mezcladora F-319, Foset"
55592,EX-F-319P,"Exhibidor con mezcladora F-319P, Foset"
55593,EX-F-319A,"Exhibidor con mezcladora F-319A, Foset"
55594,EX-F-312,"Exhibidor con mezcladora F-312, Foset"
55595,EX-MP-048,"Exhibidor con mezcladora MP-048, Foset"
55596,EX-MP-050,"Exhibidor con mezcladora MP-050, Foset"
55597,EX-FP-318,"Exhibidor con mezcladora FP-318, Foset"
55598,EX-MP-060,"Exhibidor con mezcladora MP-060, Foset"
55599,EX-FP-317,"Exhibidor con mezcladora FP-317, Foset"
55600,EX-F-AQF-86,Exhibidor con mezcladora AQF-86
55601,EX-R-508,"Exhibidor con regadera R-508, Foset"
55602,EX-R-509,"Exhibidor con regadera R-509, Foset"
55603,EX-R-510,"Exhibidor con regadera R-510, Foset"
55604,EX-R-511,"Exhibidor con regadera R-511, Foset"
55605,EX-M-048C,"Exhibidor con mezcladora M-048C, Foset"
55606,EX-M-050C,"Exhibidor con mezcladora M-050C, Foset"
55607,EX-REGEL-4,"Exhibidor con regadera REGEL-4, Foset"
55612,EX-DES-V2,"Exhibidor despachador, Volteck # 2"
55614,EX-M-048I-CR,Respaldo de inventario para exhibidor de mezcladora M-048I
55615,EX-M-050I-CR,Respaldo de inventario para exhibidor de mezcladora M-050I
55616,EX-M-060I-CR,Respaldo de inventario para exhibidor de mezcladora M-060I
55617,EX-F-317A-CR,Respaldo de inventario para exhibidor de mezcladora F-317A
55618,EX-F-AQF-92-CR,Respaldo de inventario para exhibidor de mezcladora AQF-92
55619,EX-F-318I-CR,Respaldo de inventario para exhibidor de mezcladora F-318I
55620,EX-F-319I-CR,Respaldo de inventario para exhibidor de mezcladora F-319I
55621,EX-F-319-CR,Respaldo de inventario para exhibidor de mezcladora F-319
55622,EX-F-319P-CR,Respaldo de inventario para exhibidor de mezcladora F-319P
55623,EX-F-319A-CR,Respaldo de inventario para exhibidor de mezcladora F-319A
55624,EX-F-312-CR,Respaldo de inventario para exhibidor de mezcladora F-312
55625,EX-MP-048-CR,Respaldo de inventario para exhibidor de mezcladora M-048
55626,EX-MP-050-CR,Respaldo de inventario para exhibidor de mezcladora M-050
55627,EX-FP-318-CR,Respaldo de inventario para exhibidor de mezcladora F-318
55628,EX-MP-060-CR,Respaldo de inventario para exhibidor de mezcladora MP-060
55629,EX-FP-317-CR,Respaldo de inventario para exhibidor de mezcladora FP-317
55630,EX-F-AQF-86-CR,Respaldo de inventario para exhibidor de mezcladora AQF-86
55631,EX-R-508-CR,Respaldo de inventario para exhibidor de regadera R-508
55632,EX-R-509-CR,Respaldo de inventario para exhibidor de regadera R-509
55633,EX-R-510-CR,Respaldo de inventario para exhibidor de regadera R-510
55634,EX-R-511-CR,Respaldo de inventario para exhibidor de regadera R-511
55635,EX-M-048C-CR,Respaldo de inventario para exhibidor de mezcladora M-048C
55636,EX-M-050C-CR,Respaldo de inventario para exhibidor de mezcladora M-050C
55637,EX-REGEL-4-CR,Respaldo de inventario para exhibidor de regadera REGEL-4
55638,EX-REGEL-3-CR,Respaldo de inventario para exhibidor de regadera REGEL-3
55639,EX-R-208-CR,Respaldo de inventario para exhibidor de regadera R-208
55640,EX-R-206-CR,Respaldo de inventario para exhibidor de regadera R-206
55641,EX-R-204-CR,Respaldo de inventario para exhibidor de regadera R-204
55642,EX-R-500-2-CR,"Respaldo de inventario para exhibidor de regadera R-500, #2"
55643,EX-R-503-2-CR,"Respaldo de inventario para exhibidor de regadera R-503, #2"
55644,EX-WC-FOS2-CR,"Respaldo de inventario para exhibidor de WC, Foset, #2"
55645,EX-CES-FOS2-CR,"Respaldo de inventario para exhibidor de céspoles Foset, #2"
55646,EX-FOS-G2-CR,"Respaldo de inventario para exhibidor genérico Foset, #2"
55647,EX-MAN-FOS2-CR,"Respaldo de inventario para exhibidor de mangueras, Foset, #"
55648,EX-VAL-FOS2-CR,"Respaldo de inventario para exhibidor de válvulas, Foset, #2"
55649,EX80-CAR2-2,"Exhibidor de carpintería, 2 secciones, # 2, 80 x 80"
55650,EX80-CAR2-2-CR,"Respaldo inventario exhibidor carpintería, 2 sec.#2, 80 x 80"
55651,EX80-CON2-2,"Exhibidor de construcción 2 secciones, # 2, 80 x 80"
55652,EX80-CON2-2-CR,"Respaldo inventario exhibidor construcción 2 sec.#2, 80 x 80"
55653,EX80-CON3-2,"Exhibidor de construcción 3 secciones, # 2, 80 x 80"
55654,EX80-CON3-2-CR,"Respaldo inventario exhibidor construcción 3 sec.#2, 80 x 80"
55655,EX80-CON1-2,"Exhibidor de construcción 1 seccion, # 2, 80 x 80"
55656,EX80-CON1-2-CR,"Respaldo inventario exhibidor construcción1 sec. #2, 80 x 80"
55657,EX80-JAR1-2,"Exhibidor de jardinería 1 seccion, # 2, 80 x 80"
55658,EX80-JAR1-2-CR,"Respaldo inventario para exhibidor jardinería 1 sec. #2, 80"
55659,EX80-JAR2-2,"Exhibidor de jardinería 2 secciones, # 2, 80 x 80"
55660,EX80-JAR2-2-CR,"Respaldo inventario exhibidor jardinería 2 sec., #2, 80 x 80"
55694,EXF-CUE,Exhibidor Fiero de cuerdas de polipropileno
55695,EXF-TA-2,"Exhibidor Fiero de taquetes, tuercas y arandelas"
55696,EXF-CL-2,Exhibidor Fiero de clavos
55698,EXF-TORA-1,"Exhibidor Fiero de tornillos #1, grado 5"
55699,EXF-TORA-2,"Exhibidor Fiero de tornillos #2, grado 5"
55700,EXF-TORA-3,"Exhibidor Fiero de tornillos #3, grado 5"
55701,EXF-TORC-1,"Exhibidor Fiero de tornillos #1, tipo coche"
55702,EXF-TORC-2,"Exhibidor Fiero de tornillos #2, tipo coche"
55703,EXF-TORC-3,"Exhibidor Fiero de tornillos #3, tipo coche"
55704,EX-R-506,Exhibidor con regadera R-506
55705,EX-R-507,Exhibidor con regadera R-507
55707,EX-R-504,Exhibidor con regadera R-504
55708,EX-R-501,Exhibidor con regadera R-501
55721,EX-AQF-82,Exhibidor con mezcladora AQF-82
55722,EX-AQF-81,Exhibidor con mezcladora AQF-81
55723,EX-AQM-51,Exhibidor con mezcladora AQM-51
55724,EX-AQM-52,Exhibidor con mezcladora AQM-52
55725,EX-AQM-61,Exhibidor con mezcladora AQM-61
55726,EX-AQM-62,Exhibidor con mezcladora AQM-62
55728,R-TOR-4, Rack modular para tornillos con 192 gavetas
55729,R-TOR-1,Rack modular para tornillos c/48 gavetas s/producto
55731,EX-F-A-900,Exhibidor con juego de accesorios A-900
55732,EX-FP-076,Exhibidor con mezcladora FP-076
55733,EX-MP-420,Exhibidor con mezcladora MP-420
55783,EX-CG-FOS,"Exhibidor con conexiones de acero galvanizado, Foset"
55784,EX-H-PRE2,"Exhibidor máquinas portátiles, Pretul 2"
55785,EX-CC-FOS,"Exhibidor con conexiones de cobre, Foset"
55786,EX-CLG-FOS,"Exhibidor con conexiones de latón para gas, Foset"
55787,EX-CPVC-FOS,"Exhibidor con conexiones de CPVC, Foset"
55788,EX-CV-FOS,"Exhibidor con conexiones de PPR, Foset"
55789,EX-LIM,Exhibidor con limas
55792,EX-H-PRE2-CR,"Respaldo de inventario para máquinas portátiles, Pretul 2"
